Simulation,PlayerID,Player,Position,Team,Age,Games Played,Goals,Assists,Points
14,8474563,Drew Doughty,D,LAK,35,82,7,27,34
14,8476463,Jonas Brodin,D,MIN,31,82,6,28,34
14,8481604,Pavel Dorofeyev,L,VGK,24,82,23,10,33
14,8479996,Cody Glass,C,NSH,25,82,19,14,33
14,8478046,Danton Heinen,L,BOS,29,82,16,17,33
14,8476392,Adam Lowry,C,WPG,31,82,16,17,33
14,8474884,Mike Hoffman,C,SJS,35,82,16,17,33
14,8480806,Isac Lundestrom,C,ANA,25,82,14,19,33
14,8476927,Teddy Blueger,C,VAN,30,82,13,20,33
14,8477425,Miles Wood,L,COL,29,82,13,20,33
14,8480043,Timothy Liljegren,D,TOR,25,82,8,25,33
14,8483471,Brad Lambert,C,WPG,31,82,6,27,33
14,8477488,Brett Pesce,D,CAR,30,82,4,29,33
14,8478057,Dakota Joshua,C,VAN,28,82,18,14,32
14,8480821,Filip Zadina,R,SJS,25,82,17,15,32
14,8476921,Jordan Martinook,L,CAR,32,82,16,16,32
14,8480009,Eeli Tolvanen,R,SEA,25,82,15,17,32
14,8474715,Cam Atkinson,R,PHI,35,82,15,17,32
14,8480068,Ryan Poehling,C,PHI,25,82,13,19,32
14,8480434,Sean Durzi,D,ARI,26,82,12,20,32
14,8476419,Jean-Gabriel Pageau,C,NYI,32,82,11,21,32
14,8482705,Cole Sillinger,C,CBJ,21,82,11,21,32
14,8478463,Anthony Beauvillier,L,NSH,27,82,11,21,32
14,8481013,Jonatan Berggren,R,DET,24,82,9,23,32
14,8470610,Zach Parise,L,COL,40,82,21,10,31
14,8480459,Pius Suter,C,VAN,28,82,15,16,31
14,8484145,Zach Benson,L,BUF,19,82,14,17,31
14,8482089,Jake Neighbours,L,STL,22,82,14,17,31
14,8481624,Ilya Mikheyev,R,VAN,30,82,13,18,31
14,8481601,Simon Holmstrom,R,NYI,23,82,13,18,31
14,8482074,Connor Zary,C,CGY,23,82,12,19,31
14,8483431,Logan Cooley,C,ARI,20,82,10,21,31
14,8476902,Esa Lindell,D,DAL,30,82,8,23,31
14,8477969,Marcus Pettersson,D,PIT,28,82,7,24,31
14,8482655,J.J. Moser,D,ARI,24,82,7,24,31
14,8482105,Jake Sanderson,D,OTT,22,82,6,25,31
14,8479369,Andrew Peeke,D,BOS,26,82,6,25,31
14,8474151,Ryan McDonagh,D,NSH,35,82,5,26,31
14,8475314,Anders Lee,L,NYI,34,82,19,11,30
14,8479423,Alex Nylander,L,CBJ,26,82,18,12,30
14,8478020,Michael Amadio,C,VGK,28,82,16,14,30
14,8477952,Robby Fabbri,C,DET,28,82,14,16,30
14,8479359,Beck Malenstyn,L,WSH,26,82,14,16,30
14,8478500,Ivan Provorov,D,CBJ,27,82,12,18,30
14,8479415,Michael McLeod,C,NJD,26,82,12,18,30
14,8478013,Jake Walman,D,DET,28,82,12,18,30
14,8484153,Leo Carlsson,C,ANA,20,82,12,18,30
14,8478115,Pierre Engvall,L,NYI,28,82,11,19,30
14,8480035,Henri Jokiharju,D,BUF,25,82,11,19,30
14,8477450,Jason Dickinson,C,CHI,29,82,10,20,30
14,8481703,Valtteri Puustinen,R,PIT,25,82,8,22,30
14,8475171,Oliver Ekman-Larsson,D,FLA,33,82,7,23,30
14,8476892,Colton Parayko,D,STL,31,82,6,24,30
14,8482122,Brock Faber,D,MIN,22,82,5,25,30
14,8480834,Ty Emberson,D,SJS,24,82,4,26,30
14,8480246,Nick Perbix,D,TBL,26,82,4,26,30
14,8480873,Rasmus Sandin,D,WSH,24,82,3,27,30
14,8482145,Mavrik Bourque,C,DAL,22,82,25,4,29
14,8481093,Rafael Harvey-Pinard,L,MTL,25,82,20,9,29
14,8476981,Josh Anderson,R,MTL,30,82,18,11,29
14,8483524,Shane Wright,C,SEA,20,82,17,12,29
14,8482679,Matt Coronato,R,CGY,22,82,14,15,29
14,8475343,Nic Dowd,C,WSH,34,82,13,16,29
14,8480185,Eetu Luostarinen,C,FLA,26,82,10,19,29
14,8479514,Rem Pitlick,C,CHI,27,82,8,21,29
14,8476885,Jacob Trouba,D,NYR,30,82,7,22,29
14,8478055,Gustav Forsling,D,FLA,28,82,6,23,29
14,8476457,Adam Larsson,D,SEA,32,82,6,23,29
14,8474716,Jared Spurgeon,D,MIN,35,82,2,27,29
14,8484203,Bradly Nadeau,L,CAR,19,82,21,7,28
14,8481481,Blake Lizotte,C,LAK,27,82,13,15,28
14,8482142,Jamie Drysdale,D,PHI,22,82,12,16,28
14,8481517,Brett Leason,R,ANA,25,82,12,16,28
14,8477953,Kasperi Kapanen,R,STL,28,82,12,16,28
14,8475763,Kevin Hayes,R,STL,32,82,11,17,28
14,8482092,Ridly Greig,C,OTT,22,82,10,18,28
14,8478911,Matt Roy,D,LAK,29,82,9,19,28
14,8478507,John Marino,D,NJD,27,82,8,20,28
14,8476931,Jake McCabe,D,TOR,31,82,6,22,28
14,8475462,Radko Gudas,D,ANA,34,82,5,23,28
14,8481535,Nils Hoglander,L,VAN,24,82,22,5,27
14,8475220,Marcus Foligno,L,MIN,33,82,14,13,27
14,8479941,Justin Danforth,R,CBJ,31,82,12,15,27
14,8476469,Joel Armia,R,MTL,31,82,12,15,27
14,8481028,Martin Pospisil,C,CGY,25,82,11,16,27
14,8481580,Connor McMichael,C,WSH,23,82,11,16,27
14,8482803,Olen Zellweger,D,ANA,21,82,10,17,27
14,8478133,Jake Evans,C,MTL,28,82,8,19,27
14,8478851,Alexandre Carrier,D,NSH,28,82,6,21,27
14,8483499,Liam Ohgren,L,MIN,20,82,18,8,26
14,8470621,Corey Perry,R,EDM,39,82,15,11,26
14,8481554,Kaapo Kakko,R,NYR,23,82,15,11,26
14,8480855,Jack McBain,C,ARI,24,82,14,12,26
14,8479293,Brandon Tanev,L,SEA,33,82,14,12,26
14,8483505,Matthew Poitras,C,BOS,20,82,11,15,26
14,8479351,Sam Steel,C,DAL,26,82,10,16,26
14,8477919,Frederick Gaudreau,C,MIN,31,82,7,19,26
14,8476891,Matt Grzelcyk,D,BOS,30,82,6,20,26
14,8479398,Samuel Girard,D,COL,26,82,5,21,26
14,8475200,Dmitry Orlov,D,CAR,33,82,5,21,26
14,8480336,Sean Walker,D,COL,30,82,3,23,26
14,8474673,TJ Brodie,D,TOR,34,82,3,23,26
14,8481524,Bowen Byram,D,BUF,23,82,3,23,26
14,8483493,Frank Nazar,C,CHI,20,82,15,10,25
14,8480281,Alexey Toropchenko,R,STL,25,82,15,10,25
14,8480813,Joe Veleno,C,DET,24,82,14,11,25
14,8479316,Luke Kunin,C,SJS,27,82,13,12,25
14,8482111,Justin Barron,D,MTL,23,82,12,13,25
14,8475164,Jakob Silfverberg,R,ANA,34,82,12,13,25
14,8479353,Brett Howden,C,VGK,26,82,11,14,25
14,8477839,Conor Sheary,L,TBL,32,82,11,14,25
14,8476461,Sean Couturier,C,PHI,32,82,10,15,25
14,8476422,Mike Reilly,D,NYI,31,82,9,16,25
14,8479390,Taylor Raddysh,R,CHI,26,82,7,18,25
14,8477435,Ryan Graves,D,PIT,29,82,7,18,25
14,8480817,K'Andre Miller,D,NYR,24,82,6,19,25
14,8481016,Ruslan Iskhakov,C,NYI,24,82,4,21,25
14,8482118,Sam Colangelo,R,ANA,23,82,16,8,24
14,8481704,Juuso Parssinen,C,NSH,23,82,15,9,24
14,8475842,Sam Carrick,C,EDM,32,82,12,12,24
14,8477989,Christian Dvorak,C,MTL,28,82,9,15,24
14,8477508,Curtis Lazar,C,NJD,29,82,9,15,24
14,8482117,Lukas Reichel,L,CHI,22,82,8,16,24
14,8481522,Peyton Krebs,C,BUF,23,82,7,17,24
14,8480860,Kevin Bahl,D,NJD,24,82,6,18,24
14,8481567,Henry Thrun,D,SJS,23,82,4,20,24
14,8476331,Dylan DeMelo,D,WPG,31,82,4,20,24
14,8481553,Bobby Brink,R,PHI,23,82,10,13,23
14,8483491,Ivan Miroshnichenko,L,WSH,20,82,9,14,23
14,8480074,Alexandre Texier,C,CBJ,25,82,8,15,23
14,8476525,Colin Miller,D,WPG,32,82,8,15,23
14,8478430,Oliver Kylington,D,CGY,27,82,7,16,23
14,8476925,Colton Sissons,C,NSH,31,82,7,16,23
14,8475231,Casey Cizikas,C,NYI,33,82,6,17,23
14,8483490,Pavel Mintyukov,D,ANA,21,82,6,17,23
14,8479976,Juuso Valimaki,D,ARI,26,82,5,18,23
14,8480807,Mattias Samuelsson,D,BUF,24,82,5,18,23
14,8477506,Ryan Pulock,D,NYI,30,82,4,19,23
14,8480073,Erik Brannstrom,D,OTT,25,82,4,19,23
14,8481178,Egor Zamula,D,PHI,24,82,2,21,23
14,8482737,Zack Bolduc,C,STL,21,82,12,10,22
14,8477931,Tomas Nosek,L,NJD,32,82,11,11,22
14,8480980,Connor Dewar,C,TOR,25,82,9,13,22
14,8479661,Tanner Jeannot,L,TBL,27,82,8,14,22
14,8477220,Nate Schmidt,D,WPG,33,82,3,19,22
14,8481605,Jackson LaCombe,D,ANA,23,82,3,19,22
14,8478569,Noel Acciari,C,PIT,33,82,12,9,21
14,8476871,Tanner Pearson,L,MTL,32,82,10,11,21
14,8478109,Victor Olofsson,L,BUF,29,82,9,12,21
14,8482720,Matthew Knies,L,TOR,22,82,8,13,21
14,8477406,Mattias Janmark,C,EDM,32,82,8,13,21
14,8479383,Boris Katchouk,L,OTT,26,82,8,13,21
14,8477505,Alexander Wennberg,C,NYR,30,82,8,13,21
14,8479591,Michael Eyssimont,C,TBL,28,82,7,14,21
14,8477015,Connor Brown,R,EDM,30,82,7,14,21
14,8478043,Sam Lafferty,C,VAN,29,82,7,14,21
14,8476312,Josh Manson,D,COL,33,82,7,14,21
14,8478882,Vladislav Gavrikov,D,LAK,29,82,4,17,21
14,8478416,Erik Cernak,D,TBL,27,82,4,17,21
14,8475324,Nick Jensen,D,WSH,34,82,4,17,21
14,8474567,Zach Bogosian,D,MIN,34,82,4,17,21
14,8474013,Ian Cole,D,VAN,35,82,4,17,21
14,8481537,Nikita Okhotiuk,D,CGY,24,82,3,18,21
14,8481606,Jordan Spence,D,LAK,23,82,3,18,21
14,8482245,Artem Zub,D,OTT,29,82,3,18,21
14,8476897,Oskar Sundqvist,C,STL,30,82,12,8,20
14,8478508,Yakov Trenin,C,COL,27,82,11,9,20
14,8479346,Dillon Dube,C,CGY,26,82,10,10,20
14,8477507,Nikita Zadorov,D,VAN,29,82,9,11,20
14,8479371,Dante Fabbro,D,NSH,26,82,7,13,20
14,8479983,Mario Ferraro,D,SJS,26,82,5,15,20
14,8482062,Cole Smith,L,NSH,29,82,5,15,20
14,8483495,Simon Nemec,D,NJD,20,82,5,15,20
14,8475279,Ben Chiarot,D,DET,33,82,5,15,20
14,8478840,Will Borgen,D,SEA,28,82,4,16,20
14,8478136,Jake Middleton,D,MIN,28,82,4,16,20
14,8476967,Brett Kulak,D,EDM,30,82,4,16,20
14,8477845,Trevor van Riemsdyk,D,WSH,33,82,3,17,20
14,8483565,Nick Blankenburg,D,CBJ,26,82,3,17,20
14,8479998,Mikey Anderson,D,LAK,25,82,1,19,20
14,8479393,Noah Gregor,C,TOR,26,82,12,7,19
14,8482666,Scott Morrow,D,CAR,22,82,12,7,19
14,8482155,Alex Laferriere,R,LAK,23,82,11,8,19
14,8470604,Jeff Carter,C,PIT,39,82,10,9,19
14,8479977,Kailer Yamamoto,R,SEA,26,82,9,10,19
14,8482730,Brandt Clarke,D,LAK,21,82,8,11,19
14,8476873,Mark Jankowski,C,NSH,30,82,7,12,19
14,8475690,Chris Tanev,D,DAL,35,82,6,13,19
14,8480879,Jacob Bernard-Docker,D,OTT,24,82,6,13,19
14,8480144,David Kampf,C,TOR,29,82,5,14,19
14,8479324,Ryan Lindgren,D,NYR,26,82,5,14,19
14,8481568,Alex Vlasic,D,CHI,23,82,4,15,19
14,8475181,Nick Leddy,D,STL,33,82,4,15,19
14,8481059,Scott Perunovich,D,STL,26,82,4,15,19
14,8475179,Dmitry Kulikov,D,FLA,34,82,4,15,19
14,8478443,Brandon Carlo,D,BOS,28,82,2,17,19
14,8475188,Brayden McNabb,D,VGK,33,82,2,17,19
14,8474574,Tyler Myers,D,VAN,34,82,1,18,19
14,8480448,Parker Kelly,L,OTT,25,82,12,6,18
14,8476858,Phillip Di Giuseppe,L,VAN,31,82,7,11,18
14,8477369,Carson Soucy,D,VAN,30,82,6,12,18
14,8476480,Vladislav Namestnikov,C,WPG,32,82,5,13,18
14,8481014,Alexander Romanov,D,NYI,24,82,5,13,18
14,8476473,Connor Murphy,D,CHI,31,82,4,14,18
14,8480172,Jan Rutta,D,SJS,34,82,3,15,18
14,8482809,Jackson Blake,R,CAR,21,82,11,6,17
14,8476442,Matt Nieto,L,PIT,32,82,11,6,17
14,8477330,Dominik Kubalik,L,OTT,29,82,10,7,17
14,8481477,Nico Sturm,C,SJS,29,82,6,11,17
14,8482087,Kaiden Guhle,D,MTL,22,82,6,11,17
14,8479980,Nicolas Hague,D,VGK,26,82,6,11,17
14,8470600,Ryan Suter,D,DAL,39,82,5,12,17
14,8475825,Jani Hakanpää,D,DAL,32,82,5,12,17
14,8482470,Ilya Solovyov,D,CGY,24,82,4,13,17
14,8478468,Jeremy Lauzon,D,NSH,27,82,3,14,17
14,8476467,Jamie Oleksiak,D,SEA,32,82,3,14,17
14,8473453,Trevor Lewis,C,LAK,37,82,10,6,16
14,8482125,Alexander Holtz,R,NJD,22,82,9,7,16
14,8474009,Nick Bonino,C,NYR,36,82,8,8,16
14,8476372,Nick Seeler,D,PHI,31,82,6,10,16
14,8482858,Ryker Evans,D,SEA,23,82,4,12,16
14,8475455,Brenden Dillon,D,WPG,34,82,3,13,16
14,8478178,Darren Raddysh,D,TBL,28,82,2,14,16
14,8483012,Logan Morrison,C,SEA,22,82,8,7,15
14,8478831,Kevin Stenlund,C,FLA,28,82,6,9,15
14,8476429,Scott Mayfield,D,NYI,32,82,5,10,15
14,8484911,Collin Graf,R,SJS,22,82,5,10,15
14,8475790,Erik Gudbranson,D,CBJ,32,82,4,11,15
14,8478451,Ethan Bear,D,WSH,27,82,3,12,15
14,8483482,Tristan Luneau,D,ANA,20,82,2,13,15
14,8474034,Pat Maroon,L,BOS,36,82,2,13,15
14,8476879,Cody Ceci,D,EDM,31,82,1,14,15
14,8473507,Jeff Petry,D,DET,37,82,1,14,15
14,8476878,Zemgus Girgensons,L,BUF,30,82,9,5,14
14,8478408,Travis Dermott,D,ARI,28,82,7,7,14
14,8476624,Barclay Goodrow,C,NYR,31,82,6,8,14
14,8477499,Rasmus Ristolainen,D,PHI,30,82,5,9,14
14,8470966,Mark Giordano,D,TOR,41,82,5,9,14
14,8482073,Braden Schneider,D,NYR,23,82,5,9,14
14,8475762,Derek Forbort,D,BOS,32,82,5,9,14
14,8479442,Troy Stecher,D,EDM,30,82,4,10,14
14,8482712,Oskar Olausson,R,COL,22,82,2,12,14
14,8478399,Jonas Siegenthaler,D,NJD,27,82,2,12,14
14,8481578,Graeme Clarke,R,NJD,23,82,6,7,13
14,8483763,Maksymilian Szuber,D,ARI,22,82,5,8,13
14,8477353,Tyler Motte,C,TBL,29,82,5,8,13
14,8474166,Alec Martinez,D,VGK,37,82,4,9,13
14,8477034,Jaycob Megna,D,CHI,32,82,3,10,13
14,8484149,Gavin Brindley,C,CBJ,20,82,3,10,13
14,8475208,Brian Dumoulin,D,SEA,33,82,2,11,13
14,8478859,Niko Mikkola,D,FLA,28,82,2,11,13
14,8481030,Jack St. Ivany,D,PIT,25,82,1,12,13
14,8476822,Luke Glendening,C,TBL,35,82,4,8,12
14,8477392,Hudson Fasching,R,NYI,29,82,3,9,12
14,8482177,Marat Khusnutdinov,C,MIN,22,82,2,10,12
14,8477335,Kyle Burroughs,D,SJS,29,82,2,10,12
14,8480058,Pierre-Olivier Joseph,D,PIT,25,82,1,11,12
14,8477365,Connor Clifton,D,BUF,29,82,1,11,12
14,8482516,Matthew Kessel,D,STL,24,82,1,11,12
14,8482762,Simon Edvinsson,D,DET,21,82,6,5,11
14,8473504,Cal Clutterbuck,R,NYI,37,82,5,6,11
14,8482807,Ethan Del Mastro,D,CHI,21,82,2,9,11
14,8476917,Adam Pelech,D,NYI,30,82,3,7,10
14,8475177,Calvin de Haan,D,TBL,33,82,3,7,10
14,8482166,Shakir Mukhamadullin,D,SJS,22,82,2,8,10
14,8475233,David Savard,D,MTL,34,82,1,9,10
14,8481599,Victor Soderstrom,D,ARI,23,82,1,9,10
14,8476915,Jujhar Khaira,L,MIN,30,82,5,4,9
14,8480796,Martin Fehervary,D,WSH,25,82,4,5,9
14,8483489,Fraser Minten,C,TOR,31,82,4,5,9
14,8483466,Kevin Korchinski,D,CHI,20,82,3,6,9
14,8471677,Jack Johnson,D,COL,37,82,1,8,9
14,8482713,Mackie Samoskevich,R,FLA,22,82,4,4,8
14,8480990,Declan Chisholm,D,MIN,24,82,3,5,8
14,8482859,Zack Ostapchuk,C,OTT,21,82,1,7,8
14,8479291,Kevin Rooney,C,CGY,31,82,1,6,7
14,8483468,Jiri Kulich,C,BUF,20,82,1,3,4
14,8482141,Lukas Cormier,D,VGK,22,0,0,0,0
14,8476988,Matt Benning,D,SJS,30,0,0,0,0
14,8480727,Zach Whitecloud,D,VGK,28,0,0,0,0
14,8480887,Jordan Harris,D,MTL,24,0,0,0,0
14,8478450,Parker Wotherspoon,D,BOS,27,0,0,0,0
14,8481812,Nikolai Knyzhov,D,SJS,27,0,0,0,0
14,8480001,Urho Vaakanainen,D,ANA,25,0,0,0,0
14,8482176,Wyatt Kaiser,D,CHI,22,0,0,0,0
14,8481122,Simon Benoit,D,TOR,26,0,0,0,0
14,8476441,Joel Edmundson,D,TOR,31,0,0,0,0
14,8480884,Calen Addison,D,SJS,24,0,0,0,0
14,8482511,Mason Lohrei,D,BOS,23,0,0,0,0
14,8482192,Isaak Phillips,D,CHI,23,0,0,0,0
14,8480950,Ilya Lyubushkin,D,TOR,30,0,0,0,0
14,8474031,Kevin Shattenkirk,D,BOS,35,0,0,0,0
14,8475718,Justin Holl,D,DET,32,0,0,0,0
14,8479402,Jake Bean,D,CBJ,26,0,0,0,0
14,8474602,Justin Schultz,D,SEA,34,0,0,0,0
14,8477950,Tony DeAngelo,D,CAR,29,0,0,0,0
14,8481743,Marc Del Gaizo,D,NSH,25,0,0,0,0
14,8481527,Kaedan Korczak,D,VGK,23,0,0,0,0
14,8480192,Johnathan Kovacevic,D,MTL,27,0,0,0,0
14,8476874,Olli Maatta,D,DET,30,0,0,0,0
14,8482144,Jack Thompson,D,SJS,22,0,0,0,0
14,8480222,Sebastian Aho,D,NYI,28,0,0,0,0
14,8479458,Nikita Zaitsev,D,CHI,33,0,0,0,0
14,8471709,Marc-Edouard Vlasic,D,SJS,37,0,0,0,0
14,8482929,Emil Lilleberg,D,TBL,23,0,0,0,0
14,8477018,Ben Hutton,D,VGK,31,0,0,0,0
14,8481056,Spencer Stastney,D,NSH,24,0,0,0,0
14,8481593,Jayden Struble,D,MTL,23,0,0,0,0
14,8479982,Conor Timmins,D,TOR,26,0,0,0,0
14,8474090,Brendan Smith,D,NJD,35,0,0,0,0
14,8482964,Arber Xhekaj,D,MTL,23,0,0,0,0
14,8480891,Michael Kesselring,D,ARI,24,0,0,0,0
14,8477938,Haydn Fleury,D,TBL,28,0,0,0,0
14,8481806,Louis Crevier,D,CHI,23,0,0,0,0
14,8471274,Alex Goligoski,D,MIN,39,0,0,0,0
14,8481600,Tobias Bjornfot,D,FLA,23,0,0,0,0
14,8475797,Jarred Tinordi,D,CHI,32,0,0,0,0
14,8481521,Ronnie Attard,D,PHI,25,0,0,0,0
14,8474612,Travis Hamonic,D,OTT,34,0,0,0,0
14,8479576,Vincent Desharnais,D,EDM,28,0,0,0,0
14,8480049,Dylan Samberg,D,WPG,25,0,0,0,0
14,8483619,Filip Roos,D,CHI,25,0,0,0,0
14,8474568,Luke Schenn,D,NSH,35,0,0,0,0
14,8480184,Gustav Lindstrom,D,ANA,26,0,0,0,0
14,8480070,Ian Mitchell,D,BOS,25,0,0,0,0
14,8480196,Jacob Bryson,D,BUF,27,0,0,0,0
14,8471686,Marc Staal,D,PHI,37,0,0,0,0
14,8477467,Gustav Olofsson,D,SEA,30,0,0,0,0
14,8478970,Jalen Chatfield,D,CAR,28,0,0,0,0
14,8479348,Kale Clague,D,BUF,26,0,0,0,0
14,8473446,Erik Johnson,D,PHI,36,0,0,0,0
14,8477462,Robert Hagg,D,ANA,29,0,0,0,0
14,8478454,Noah Juulsen,D,VAN,27,0,0,0,0
14,8477384,Josh Brown,D,ARI,30,0,0,0,0
14,8481708,Zac Jones,D,NYR,24,0,0,0,0
14,8481167,Brayden Pachal,D,CGY,25,0,0,0,0
14,8482067,Connor Mackey,D,NYR,28,0,0,0,0
14,8483460,David Jiricek,D,CBJ,21,0,0,0,0
14,8481701,Santeri Hatakka,D,NJD,23,0,0,0,0
14,8478021,William Lagesson,D,ANA,28,0,0,0,0
14,8477851,Jordan Oesterle,D,CGY,32,0,0,0,0
14,8478452,Caleb Jones,D,COL,27,0,0,0,0
14,8479984,Cal Foote,D,NJD,26,0,0,0,0
14,8479639,Dylan Coghlan,D,CAR,26,0,0,0,0
14,8480874,Adam Ginning,D,PHI,24,0,0,0,0
14,8479321,Lucas Johansen,D,WSH,27,0,0,0,0
14,8480878,Nils Lundkvist,D,DAL,24,0,0,0,0
14,8482165,Yan Kuznetsov,D,CGY,22,0,0,0,0
14,8484258,Sam Malinski,D,COL,26,0,0,0,0
14,8480157,Calle Rosen,D,STL,30,0,0,0,0
14,8484304,Uvis Balinskis,D,FLA,28,0,0,0,0
14,8479985,Cale Fleury,D,SEA,26,0,0,0,0
14,8479378,Logan Stanley,D,WPG,26,0,0,0,0
14,8477541,Dakota Mermis,D,MIN,30,0,0,0,0
14,8481609,Vladislav Kolyachonok,D,ARI,23,0,0,0,0
14,8480823,Alexander Alexeyev,D,WSH,25,0,0,0,0
14,8481679,Maxence Guenette,D,OTT,23,0,0,0,0
14,8481564,Ryan Johnson,D,BUF,23,0,0,0,0
14,8479376,Victor Mete,D,PHI,26,0,0,0,0
14,8484254,Akito Hirose,D,VAN,25,0,0,0,0
14,8482660,Kent Johnson,C,CBJ,22,0,0,0,0
14,8482149,Cole Perfetti,C,WPG,22,0,0,0,0
14,8477987,Ryan Donato,C,CHI,28,0,0,0,0
14,8475755,Alexander Petrovic,D,DAL,32,0,0,0,0
14,8477810,Joel Hanley,D,CGY,33,0,0,0,0
14,8474145,Robert Bortuzzo,D,NYI,35,0,0,0,0
14,8481161,Jake Christiansen,D,CBJ,25,0,0,0,0
14,8476884,Derrick Pouliot,D,DAL,30,0,0,0,0
14,8481716,Dmitri Voronkov,L,CBJ,24,0,0,0,0
14,8480084,Nick DeSimone,D,NJD,30,0,0,0,0
14,8475750,Jon Merrill,D,MIN,32,0,0,0,0
14,8479315,Joey Anderson,R,CHI,26,0,0,0,0
14,8478011,Louie Belpedio,D,PHI,28,0,0,0,0
14,8482451,Mikael Pyyhtia,L,CBJ,23,0,0,0,0
14,8481541,Samuel Bolduc,D,NYI,24,0,0,0,0
14,8482126,Emil Andrae,D,PHI,31,0,0,0,0
14,8474618,Marco Scandella,D,STL,34,0,0,0,0
14,8477244,Chad Ruhwedel,D,NYR,34,0,0,0,0
14,8477971,Andreas Englund,D,LAK,28,0,0,0,0
14,8480829,Jesperi Kotkaniemi,C,CAR,24,0,0,0,0
14,8479372,Josh Mahura,D,FLA,26,0,0,0,0
14,8482095,Tyler Kleven,D,OTT,22,0,0,0,0
14,8481719,Maxwell Crozier,D,TBL,24,0,0,0,0
14,8475855,Jesper Fast,R,CAR,33,0,0,0,0
14,8480848,Ty Dellandrea,C,DAL,24,0,0,0,0
14,8475193,Tomas Tatar,L,SEA,34,0,0,0,0
14,8476889,Radek Faksa,C,DAL,30,0,0,0,0
14,8478495,Denis Gurianov,R,PHI,27,0,0,0,0
14,8480216,Jacob Peterson,C,SJS,25,0,0,0,0
14,8480252,Cole Guttman,C,CHI,25,0,0,0,0
14,8479026,Philippe Myers,D,TBL,27,0,0,0,0
14,8481006,Tyler Tucker,D,STL,24,0,0,0,0
14,8481032,Paul Cotter,C,VGK,25,0,0,0,0
14,8481577,Philip Tomasino,C,NSH,23,0,0,0,0
14,8476918,Jimmy Vesey,L,NYR,31,0,0,0,0
14,8479320,Max Lajoie,D,TOR,27,0,0,0,0
14,8478017,Mark Friedman,D,VAN,29,0,0,0,0
14,8481754,Nikita Nesterenko,C,ANA,23,0,0,0,0
14,8483407,Brandon Scanlin,D,NYR,25,0,0,0,0
14,8482659,Josh Doan,R,ARI,22,0,0,0,0
14,8477446,Michael McCarron,R,NSH,29,0,0,0,0
14,8477903,Garnet Hathaway,R,PHI,33,0,0,0,0
14,8482153,Brendan Brisson,C,VGK,23,0,0,0,0
14,8483546,Marshall Rifai,D,TOR,26,0,0,0,0
14,8484287,Cole McWard,D,VAN,23,0,0,0,0
14,8478854,Ryan Shea,D,PIT,27,0,0,0,0
14,8481585,Egor Afanasyev,L,NSH,23,0,0,0,0
14,8483398,Declan Carlile,D,TBL,31,0,0,0,0
14,8478502,Dennis Gilbert,D,CGY,28,0,0,0,0
14,8482749,Joshua Roy,R,MTL,21,0,0,0,0
14,8481598,Philip Broberg,D,EDM,23,0,0,0,0
14,8480835,Jack Drury,C,CAR,24,0,0,0,0
14,8480748,Kiefer Sherwood,L,NSH,29,0,0,0,0
14,8476934,Brock McGinn,L,ANA,30,0,0,0,0
14,8480870,Bo Groulx,C,ANA,24,0,0,0,0
14,8479368,Max Jones,L,ANA,26,0,0,0,0
14,8478099,Kevin Labanc,R,SJS,29,0,0,0,0
14,8478067,Oskar Lindblom,L,SJS,28,0,0,0,0
14,8476393,Nick Cousins,C,FLA,31,0,0,0,0
14,8483395,Arshdeep Bains,L,VAN,23,0,0,0,0
14,8480762,Eric Robinson,L,BUF,29,0,0,0,0
14,8479439,Jacob MacDonald,D,SJS,31,0,0,0,0
14,8476474,Stefan Noesen,R,CAR,31,0,0,0,0
14,8482787,Nikita Chibrikov,R,WPG,31,0,0,0,0
14,8478432,Christian Fischer,R,DET,27,0,0,0,0
14,8477979,Nicolas Aube-Kubel,R,WSH,28,0,0,0,0
14,8481789,Tye Kartye,L,SEA,23,0,0,0,0
14,8479330,Brandon Gignac,C,MTL,27,0,0,0,0
14,8480075,Cameron Crotty,D,ARI,25,0,0,0,0
14,8473473,Milan Lucic,L,BOS,36,0,0,0,0
14,8482094,Daemon Hunt,D,MIN,22,0,0,0,0
14,8481206,John Ludvig,D,PIT,24,0,0,0,0
14,8483630,Pavol Regenda,L,ANA,25,0,0,0,0
14,8481617,Vasily Podkolzin,R,VAN,23,0,0,0,0
14,8480306,Grant Hutton,D,NYI,29,0,0,0,0
14,8480995,Pontus Holmberg,R,TOR,25,0,0,0,0
14,8482148,Hendrix Lapierre,C,WSH,22,0,0,0,0
14,8477478,William Carrier,L,VGK,30,0,0,0,0
14,8480003,Jesper Boqvist,C,BOS,26,0,0,0,0
14,8482172,Landon Slaggert,L,CHI,22,0,0,0,0
14,8480789,Oliver Wahlstrom,R,NYI,24,0,0,0,0
14,8474062,Riley Nash,C,NYR,35,0,0,0,0
14,8480021,Jack Studnicka,C,SJS,25,0,0,0,0
14,8480025,MacKenzie Entwistle,R,CHI,25,0,0,0,0
14,8481582,Nicholas Robertson,L,TOR,23,0,0,0,0
14,8476867,Brendan Gaunce,C,CBJ,30,0,0,0,0
14,8479619,Michael Carcone,L,ARI,28,0,0,0,0
14,8479370,Tyson Jost,C,BUF,26,0,0,0,0
14,8479671,Mathieu Olivier,R,CBJ,27,0,0,0,0
14,8476994,Vinnie Hinostroza,C,PIT,30,0,0,0,0
